League,Saison,Spieltag,hometeam_raw,awayteam_raw,final_score_raw,goal_raw,goal_time_raw,extratime_ra
Bundesliga,2015/2016,7,Eintracht Frankfurt,Hertha BSC,1:1,1:1,82,no
Bundesliga,2015/2016,7,Eintracht Frankfurt,Hertha BSC,1:1,1:0,22,no
Bundesliga,2015/2016,7,Borussia Dortmund,SV Darmstadt 98,2:2,2:2,90,no
Bundesliga,2015/2016,7,Borussia Dortmund,SV Darmstadt 98,2:2,2:1,71,no
Bundesliga,2015/2016,7,Borussia Dortmund,SV Darmstadt 98,2:2,1:1,63,no
Bundesliga,2015/2016,7,Borussia Dortmund,SV Darmstadt 98,2:2,0:1,17,no
Bundesliga,2015/2016,8,SV Darmstadt 98,1. FSV Mainz 05,2:3,2:3,65,no
Bundesliga,2015/2016,8,SV Darmstadt 98,1. FSV Mainz 05,2:3,2:2,57,no
Bundesliga,2015/2016,8,SV Darmstadt 98,1. FSV Mainz 05,2:3,1:2,27,no
Bundesliga,2015/2016,8,SV Darmstadt 98,1. FSV Mainz 05,2:3,0:2,24,no
Bundesliga,2015/2016,8,SV Darmstadt 98,1. FSV Mainz 05,2:3,0:1,15,no
Bundesliga,2015/2016,8,1899 Hoffenheim,VfB Stuttgart,2:2,2:2,90,no
Bundesliga,2015/2016,8,1899 Hoffenheim,VfB Stuttgart,2:2,2:1,77,no
Bundesliga,2015/2016,8,1899 Hoffenheim,VfB Stuttgart,2:2,1:1,64,no
Bundesliga,2015/2016,8,1899 Hoffenheim,VfB Stuttgart,2:2,1:0,33,no
Bundesliga,2015/2016,8,Borussia Mönchengladbach,VfL Wolfsburg,2:0,2:0,80,no
Bundesliga,2015/2016,8,Borussia Mönchengladbach,VfL Wolfsburg,2:0,1:0,78,no
Bundesliga,2015/2016,8,FC Ingolstadt 04,Eintracht Frankfurt,2:0,2:0,84,no
Bundesliga,2015/2016,8,FC Ingolstadt 04,Eintracht Frankfurt,2:0,1:0,78,no
Bundesliga,2015/2016,8,Hannover 96,SV Werder Bremen,1:0,1:0,56,no
Bundesliga,2015/2016,8,Hertha BSC,Hamburger SV,3:0,3:0,78,no
Bundesliga,2015/2016,8,Hertha BSC,Hamburger SV,3:0,2:0,77,no
Bundesliga,2015/2016,8,Hertha BSC,Hamburger SV,3:0,1:0,17,no
Bundesliga,2015/2016,8,FC Schalke 04,1. FC Köln,0:3,0:3,84,no
Bundesliga,2015/2016,8,FC Schalke 04,1. FC Köln,0:3,0:2,79,no
Bundesliga,2015/2016,8,FC Schalke 04,1. FC Köln,0:3,0:1,45,no
Bundesliga,2015/2016,8,Bayer Leverkusen,FC Augsburg,1:1,1:1,39,no
Bundesliga,2015/2016,8,Bayer Leverkusen,FC Augsburg,1:1,0:1,12,no
Bundesliga,2015/2016,8,FC Bayern München,Borussia Dortmund,5:1,5:1,66,no
Bundesliga,2015/2016,8,FC Bayern München,Borussia Dortmund,5:1,4:1,58,no
Bundesliga,2015/2016,8,FC Bayern München,Borussia Dortmund,5:1,3:1,46,no
Bundesliga,2015/2016,8,FC Bayern München,Borussia Dortmund,5:1,2:1,36,no
Bundesliga,2015/2016,8,FC Bayern München,Borussia Dortmund,5:1,2:0,35,no
Bundesliga,2015/2016,8,FC Bayern München,Borussia Dortmund,5:1,1:0,26,no
Bundesliga,2015/2016,9,1. FSV Mainz 05,Borussia Dortmund,0:2,0:2,82,no
Bundesliga,2015/2016,9,1. FSV Mainz 05,Borussia Dortmund,0:2,0:1,18,no
Bundesliga,2015/2016,9,FC Augsburg,SV Darmstadt 98,0:1,0:2,29,no
Bundesliga,2015/2016,9,FC Augsburg,SV Darmstadt 98,0:1,0:1,7,no
Bundesliga,2015/2016,9,FC Schalke 04,Hertha BSC,2:1,2:1,90,no
Bundesliga,2015/2016,9,FC Schalke 04,Hertha BSC,2:1,1:1,73,no
Bundesliga,2015/2016,9,FC Schalke 04,Hertha BSC,2:1,1:0,27,no
Bundesliga,2015/2016,9,SV Werder Bremen,FC Bayern München,0:1,0:1,23,no
Bundesliga,2015/2016,9,VfL Wolfsburg,1899 Hoffenheim,4:2,4:2,83,no
Bundesliga,2015/2016,9,VfL Wolfsburg,1899 Hoffenheim,4:2,3:2,62,no
Bundesliga,2015/2016,9,VfL Wolfsburg,1899 Hoffenheim,4:2,2:2,54,no
Bundesliga,2015/2016,9,VfL Wolfsburg,1899 Hoffenheim,4:2,2:1,30,no
Bundesliga,2015/2016,9,VfL Wolfsburg,1899 Hoffenheim,4:2,2:0,7,no
Bundesliga,2015/2016,9,VfL Wolfsburg,1899 Hoffenheim,4:2,1:0,1,no
Bundesliga,2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,1:5,1:5,90,no
Bundesliga,2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,1:5,1:4,82,no
Bundesliga,2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,1:5,1:3,57,no
Bundesliga,2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,1:5,1:2,51,no
Bundesliga,2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,1:5,1:1,29,no
Bundesliga,2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,1:5,0:1,16,no
Bundesliga,2015/2016,9,1. FC Köln,Hannover 96,0:1,0:1,38,no
Bundesliga,2015/2016,9,VfB Stuttgart,FC Ingolstadt 04,1:0,1:0,86,no
Bundesliga,2016/2017,1,FC Bayern München,SV Werder Bremen,1:0,6:0,77,no
Bundesliga,2016/2017,1,FC Bayern München,SV Werder Bremen,1:0,5:0,73,no
Bundesliga,2016/2017,1,FC Bayern München,SV Werder Bremen,1:0,4:0,66,no
Bundesliga,2016/2017,1,FC Bayern München,SV Werder Bremen,1:0,3:0,46,no
Bundesliga,2016/2017,1,FC Bayern München,SV Werder Bremen,1:0,2:0,13,no
Bundesliga,2016/2017,1,FC Bayern München,SV Werder Bremen,1:0,1:0,9,no
Bundesliga,2016/2017,1,1. FC Köln,SV Darmstadt 98,2:0,2:0,61,no
Bundesliga,2016/2017,1,1. FC Köln,SV Darmstadt 98,2:0,1:0,11,no
Bundesliga,2016/2017,1,Borussia Dortmund,1. FSV Mainz 05,2:1,2:1,90,no
Bundesliga,2016/2017,1,Borussia Dortmund,1. FSV Mainz 05,2:1,2:0,89,no
Bundesliga,2016/2017,1,Borussia Dortmund,1. FSV Mainz 05,2:1,1:0,17,no
Bundesliga,2016/2017,1,Eintracht Frankfurt,FC Schalke 04,1:0,1:0,79,no
Bundesliga,2016/2017,1,FC Augsburg,VfL Wolfsburg,0:2,0:2,89,no
Bundesliga,2016/2017,1,FC Augsburg,VfL Wolfsburg,0:2,0:1,35,no
Bundesliga,2016/2017,1,Hamburger SV,FC Ingolstadt 04,1:1,1:1,79,no
Bundesliga,2016/2017,1,Hamburger SV,FC Ingolstadt 04,1:1,1:0,30,no
Bundesliga,2016/2017,1,Borussia Mönchengladbach,Bayer Leverkusen,2:1,2:1,85,no
Bundesliga,2016/2017,1,Borussia Mönchengladbach,Bayer Leverkusen,2:1,1:1,79,no
Bundesliga,2016/2017,1,Borussia Mönchengladbach,Bayer Leverkusen,2:1,1:0,45,no
Bundesliga,2016/2017,1,Hertha BSC,SC Freiburg,2:1,2:1,90,no
Bundesliga,2016/2017,1,Hertha BSC,SC Freiburg,2:1,1:1,90,no
Bundesliga,2016/2017,1,Hertha BSC,SC Freiburg,2:1,1:0,62,no
Bundesliga,2016/2017,1,1899 Hoffenheim,RB Leipzig,2:2,2:2,90,no
Bundesliga,2016/2017,1,1899 Hoffenheim,RB Leipzig,2:2,2:1,83,no
Bundesliga,2016/2017,1,1899 Hoffenheim,RB Leipzig,2:2,1:1,58,no
Bundesliga,2016/2017,1,1899 Hoffenheim,RB Leipzig,2:2,1:0,55,no
Bundesliga,2016/2017,10,Hertha BSC,Borussia Mönchengladbach,3:0,3:0,84,no
Bundesliga,2016/2017,10,Hertha BSC,Borussia Mönchengladbach,3:0,2:0,39,no
Bundesliga,2016/2017,10,Hertha BSC,Borussia Mönchengladbach,3:0,1:0,33,no
Bundesliga,2016/2017,10,Bayer Leverkusen,SV Darmstadt 98,3:2,3:2,85,no
Bundesliga,2016/2017,10,Bayer Leverkusen,SV Darmstadt 98,3:2,3:1,69,no
Bundesliga,2016/2017,10,Bayer Leverkusen,SV Darmstadt 98,3:2,2:1,56,no
Bundesliga,2016/2017,10,Bayer Leverkusen,SV Darmstadt 98,3:2,1:1,47,no
Bundesliga,2016/2017,10,Bayer Leverkusen,SV Darmstadt 98,3:2,1:0,32,no
Bundesliga,2016/2017,10,FC Bayern München,1899 Hoffenheim,1:1,1:1,34,no
Bundesliga,2016/2017,10,FC Bayern München,1899 Hoffenheim,1:1,0:1,16,no
Bundesliga,2016/2017,10,FC Ingolstadt 04,FC Augsburg,0:2,0:2,90,no
Bundesliga,2016/2017,10,FC Ingolstadt 04,FC Augsburg,0:2,0:1,88,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,2:5,81,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,1:5,76,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,1:4,55,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,0:4,48,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,0:3,27,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,0:2,23,no
Bundesliga,2016/2017,10,Hamburger SV,Borussia Dortmund,2:5,0:1,4,no
Bundesliga,2016/2017,10,SC Freiburg,VfL Wolfsburg,0:3,0:3,86,no
Bundesliga,2016/2017,10,SC Freiburg,VfL Wolfsburg,0:3,0:2,85,no
Bundesliga,2016/2017,10,SC Freiburg,VfL Wolfsburg,0:3,0:1,53,no
Bundesliga,2016/2017,10,Eintracht Frankfurt,1. FC Köln,1:0,1:0,5,no
Bundesliga,2016/2017,10,RB Leipzig,1. FSV Mainz 05,3:1,3:1,74,no
Bundesliga,2016/2017,10,RB Leipzig,1. FSV Mainz 05,3:1,3:0,44,no
Bundesliga,2016/2017,10,RB Leipzig,1. FSV Mainz 05,3:1,2:0,21,no
Bundesliga,2016/2017,10,RB Leipzig,1. FSV Mainz 05,3:1,1:0,3,no
Bundesliga,2016/2017,10,FC Schalke 04,SV Werder Bremen,3:1,3:1,63,no
Bundesliga,2016/2017,10,FC Schalke 04,SV Werder Bremen,3:1,2:1,42,no
Bundesliga,2016/2017,10,FC Schalke 04,SV Werder Bremen,3:1,2:0,38,no
Bundesliga,2016/2017,10,FC Schalke 04,SV Werder Bremen,3:1,1:0,35,no
Bundesliga,2016/2017,11,Bayer Leverkusen,RB Leipzig,2:3,2:3,81,no
Bundesliga,2016/2017,11,Bayer Leverkusen,RB Leipzig,2:3,2:2,67,no
Bundesliga,2016/2017,11,Bayer Leverkusen,RB Leipzig,2:3,2:1,45,no
Bundesliga,2016/2017,11,Bayer Leverkusen,RB Leipzig,2:3,1:1,4,no
Bundesliga,2016/2017,11,Bayer Leverkusen,RB Leipzig,2:3,1:0,1,no
Bundesliga,2016/2017,11,1. FSV Mainz 05,SC Freiburg,4:2,4:2,90,no
Bundesliga,2016/2017,11,1. FSV Mainz 05,SC Freiburg,4:2,3:2,85,no
Bundesliga,2016/2017,11,1. FSV Mainz 05,SC Freiburg,4:2,3:1,82,no
Bundesliga,2016/2017,11,1. FSV Mainz 05,SC Freiburg,4:2,2:1,67,no
Bundesliga,2016/2017,11,1. FSV Mainz 05,SC Freiburg,4:2,2:0,20,no
Bundesliga,2016/2017,11,1. FSV Mainz 05,SC Freiburg,4:2,1:0,15,no
Bundesliga,2016/2017,11,Borussia Mönchengladbach,1. FC Köln,1:2,1:2,90,no
Bundesliga,2016/2017,11,Borussia Mönchengladbach,1. FC Köln,1:2,1:1,59,no
Bundesliga,2016/2017,11,Borussia Mönchengladbach,1. FC Köln,1:2,1:0,32,no
Bundesliga,2016/2017,11,SV Darmstadt 98,FC Ingolstadt 04,0:1,0:1,68,no
Bundesliga,2016/2017,11,VfL Wolfsburg,FC Schalke 04,0:1,0:1,82,no
Bundesliga,2016/2017,11,Borussia Dortmund,FC Bayern München,1:0,1:0,11,no
Bundesliga,2016/2017,11,1899 Hoffenheim,Hamburger SV,2:2,2:2,61,no
Bundesliga,2016/2017,11,1899 Hoffenheim,Hamburger SV,2:2,2:1,49,no
Bundesliga,2016/2017,11,1899 Hoffenheim,Hamburger SV,2:2,1:1,45,no
Bundesliga,2016/2017,11,1899 Hoffenheim,Hamburger SV,2:2,0:1,28,no
Bundesliga,2016/2017,11,SV Werder Bremen,Eintracht Frankfurt,1:2,1:2,90,no
Bundesliga,2016/2017,11,SV Werder Bremen,Eintracht Frankfurt,1:2,1:1,52,no
Bundesliga,2016/2017,11,SV Werder Bremen,Eintracht Frankfurt,1:2,1:0,38,no
Bundesliga,2016/2017,12,SC Freiburg,RB Leipzig,1:4,1:4,79,no
Bundesliga,2016/2017,12,SC Freiburg,RB Leipzig,1:4,1:3,35,no
Bundesliga,2016/2017,12,SC Freiburg,RB Leipzig,1:4,1:2,21,no
Bundesliga,2016/2017,12,SC Freiburg,RB Leipzig,1:4,1:1,15,no
Bundesliga,2016/2017,12,SC Freiburg,RB Leipzig,1:4,0:1,2,no
Bundesliga,2016/2017,12,Borussia Mönchengladbach,1899 Hoffenheim,1:1,1:1,53,no
Bundesliga,2016/2017,12,Borussia Mönchengladbach,1899 Hoffenheim,1:1,1:0,25,no
Bundesliga,2016/2017,12,Eintracht Frankfurt,Borussia Dortmund,2:1,2:1,79,no
Bundesliga,2016/2017,12,Eintracht Frankfurt,Borussia Dortmund,2:1,1:1,77,no
Bundesliga,2016/2017,12,Eintracht Frankfurt,Borussia Dortmund,2:1,1:0,46,no
Bundesliga,2016/2017,12,FC Ingolstadt 04,VfL Wolfsburg,1:1,1:1,78,no
Bundesliga,2016/2017,12,FC Ingolstadt 04,VfL Wolfsburg,1:1,1:0,31,no
Bundesliga,2016/2017,12,Hamburger SV,SV Werder Bremen,2:2,2:2,45,no
Bundesliga,2016/2017,12,Hamburger SV,SV Werder Bremen,2:2,2:1,28,no
Bundesliga,2016/2017,12,Hamburger SV,SV Werder Bremen,2:2,1:1,14,no
Bundesliga,2016/2017,12,Hamburger SV,SV Werder Bremen,2:2,1:0,3,no
Bundesliga,2016/2017,12,FC Bayern München,Bayer Leverkusen,2:1,2:1,56,no
Bundesliga,2016/2017,12,FC Bayern München,Bayer Leverkusen,2:1,1:1,35,no
Bundesliga,2016/2017,12,FC Bayern München,Bayer Leverkusen,2:1,1:0,30,no
Bundesliga,2016/2017,12,FC Schalke 04,SV Darmstadt 98,3:1,3:1,90,no
Bundesliga,2016/2017,12,FC Schalke 04,SV Darmstadt 98,3:1,2:1,60,no
Bundesliga,2016/2017,12,FC Schalke 04,SV Darmstadt 98,3:1,1:1,26,no
Bundesliga,2016/2017,12,FC Schalke 04,SV Darmstadt 98,3:1,0:1,6,no
Bundesliga,2016/2017,12,Hertha BSC,1. FSV Mainz 05,2:1,2:1,74,no
Bundesliga,2016/2017,12,Hertha BSC,1. FSV Mainz 05,2:1,1:1,67,no
Bundesliga,2016/2017,12,Hertha BSC,1. FSV Mainz 05,2:1,0:1,62,no
Bundesliga,2016/2017,13,1. FSV Mainz 05,FC Bayern München,1:3,1:3,90,no
Bundesliga,2016/2017,13,1. FSV Mainz 05,FC Bayern München,1:3,1:2,21,no
Bundesliga,2016/2017,13,1. FSV Mainz 05,FC Bayern München,1:3,1:1,8,no
Bundesliga,2016/2017,13,1. FSV Mainz 05,FC Bayern München,1:3,1:0,4,no
Bundesliga,2016/2017,13,1899 Hoffenheim,1. FC Köln,4:0,4:0,89,no
Bundesliga,2016/2017,13,1899 Hoffenheim,1. FC Köln,4:0,3:0,67,no
Bundesliga,2016/2017,13,1899 Hoffenheim,1. FC Köln,4:0,2:0,39,no
Bundesliga,2016/2017,13,1899 Hoffenheim,1. FC Köln,4:0,1:0,8,no
Bundesliga,2016/2017,13,Bayer Leverkusen,SC Freiburg,1:1,1:1,60,no
Bundesliga,2016/2017,13,Bayer Leverkusen,SC Freiburg,1:1,0:1,30,no
Bundesliga,2016/2017,13,Borussia Dortmund,Borussia Mönchengladbach,1:1,4:1,68,no
Bundesliga,2016/2017,13,Borussia Dortmund,Borussia Mönchengladbach,1:1,3:1,64,no
Bundesliga,2016/2017,13,Borussia Dortmund,Borussia Mönchengladbach,1:1,2:1,15,no
Bundesliga,2016/2017,13,Borussia Dortmund,Borussia Mönchengladbach,1:1,1:1,7,no
Bundesliga,2016/2017,13,Borussia Dortmund,Borussia Mönchengladbach,1:1,0:1,6,no
Bundesliga,2016/2017,13,SV Werder Bremen,FC Ingolstadt 04,2:1,2:1,76,no
Bundesliga,2016/2017,13,SV Werder Bremen,FC Ingolstadt 04,2:1,1:1,58,no
Bundesliga,2016/2017,13,SV Werder Bremen,FC Ingolstadt 04,2:1,1:0,24,no
Bundesliga,2016/2017,13,VfL Wolfsburg,Hertha BSC,2:3,2:3,90,no
Bundesliga,2016/2017,13,VfL Wolfsburg,Hertha BSC,2:3,2:2,87,no
Bundesliga,2016/2017,13,VfL Wolfsburg,Hertha BSC,2:3,2:1,69,no
Bundesliga,2016/2017,13,VfL Wolfsburg,Hertha BSC,2:3,1:1,18,no
Bundesliga,2016/2017,13,VfL Wolfsburg,Hertha BSC,2:3,1:0,16,no
Bundesliga,2016/2017,13,RB Leipzig,FC Schalke 04,2:1,2:1,47,no
Bundesliga,2016/2017,13,RB Leipzig,FC Schalke 04,2:1,1:1,32,no
Bundesliga,2016/2017,13,RB Leipzig,FC Schalke 04,2:1,1:0,2,no
Bundesliga,2016/2017,13,SV Darmstadt 98,Hamburger SV,0:2,0:2,90,no
Bundesliga,2016/2017,13,SV Darmstadt 98,Hamburger SV,0:2,0:1,30,no
Bundesliga,2016/2017,13,FC Augsburg,Eintracht Frankfurt,1:1,1:1,34,no
Bundesliga,2016/2017,13,FC Augsburg,Eintracht Frankfurt,1:1,0:1,11,no
Bundesliga,2016/2017,14,1. FC Köln,Borussia Dortmund,1:1,1:1,90,no
Bundesliga,2016/2017,14,1. FC Köln,Borussia Dortmund,1:1,1:0,28,no
Bundesliga,2016/2017,14,FC Bayern München,VfL Wolfsburg,5:0,5:0,86,no
Bundesliga,2016/2017,14,FC Bayern München,VfL Wolfsburg,5:0,4:0,76,no
Bundesliga,2016/2017,14,FC Bayern München,VfL Wolfsburg,5:0,3:0,58,no
Bundesliga,2016/2017,14,FC Bayern München,VfL Wolfsburg,5:0,2:0,22,no
Bundesliga,2016/2017,14,FC Bayern München,VfL Wolfsburg,5:0,1:0,18,no
Bundesliga,2016/2017,14,FC Ingolstadt 04,RB Leipzig,1:0,1:0,90,no
Bundesliga,2016/2017,14,Hamburger SV,FC Augsburg,1:0,1:0,68,no
Bundesliga,2016/2017,14,SC Freiburg,SV Darmstadt 98,1:0,1:0,86,no
Bundesliga,2016/2017,14,Hertha BSC,SV Werder Bremen,0:1,0:1,41,no
Bundesliga,2016/2017,14,Borussia Mönchengladbach,1. FSV Mainz 05,1:0,1:0,90,no
Bundesliga,2016/2017,14,FC Schalke 04,Bayer Leverkusen,0:1,0:1,89,no
Bundesliga,2016/2017,15,1899 Hoffenheim,Borussia Dortmund,2:2,2:2,48,no
Bundesliga,2016/2017,15,1899 Hoffenheim,Borussia Dortmund,2:2,2:1,41,no
Bundesliga,2016/2017,15,1899 Hoffenheim,Borussia Dortmund,2:2,1:1,20,no
Bundesliga,2016/2017,15,1899 Hoffenheim,Borussia Dortmund,2:2,1:0,11,no
Bundesliga,2016/2017,15,1. FSV Mainz 05,Hamburger SV,3:1,3:1,67,no
Bundesliga,2016/2017,15,1. FSV Mainz 05,Hamburger SV,3:1,2:1,56,no
Bundesliga,2016/2017,15,1. FSV Mainz 05,Hamburger SV,3:1,1:1,35,no
Bundesliga,2016/2017,15,1. FSV Mainz 05,Hamburger SV,3:1,0:1,21,no
Bundesliga,2016/2017,15,FC Augsburg,Borussia Mönchengladbach,1:0,1:0,75,no
Bundesliga,2016/2017,15,FC Schalke 04,SC Freiburg,1:1,1:1,74,no
Bundesliga,2016/2017,15,FC Schalke 04,SC Freiburg,1:1,0:1,64,no
Bundesliga,2016/2017,15,RB Leipzig,Hertha BSC,2:0,2:0,62,no
Bundesliga,2016/2017,15,RB Leipzig,Hertha BSC,2:0,1:0,40,no
Bundesliga,2016/2017,15,SV Werder Bremen,1. FC Köln,1:1,1:1,40,no
Bundesliga,2016/2017,15,SV Werder Bremen,1. FC Köln,1:1,0:1,28,no
Bundesliga,2016/2017,15,VfL Wolfsburg,Eintracht Frankfurt,1:0,1:0,33,no
Bundesliga,2016/2017,15,SV Darmstadt 98,FC Bayern München,0:1,0:1,71,no
Bundesliga,2016/2017,15,Bayer Leverkusen,FC Ingolstadt 04,1:2,1:2,73,no
Bundesliga,2016/2017,15,Bayer Leverkusen,FC Ingolstadt 04,1:2,1:1,63,no
Bundesliga,2016/2017,15,Bayer Leverkusen,FC Ingolstadt 04,1:2,0:1,49,no
Bundesliga,2016/2017,16,Borussia Dortmund,FC Augsburg,1:1,1:1,47,no
Bundesliga,2016/2017,16,Borussia Dortmund,FC Augsburg,1:1,0:1,33,no
Bundesliga,2016/2017,16,Borussia Mönchengladbach,VfL Wolfsburg,1:2,1:2,57,no
Bundesliga,2016/2017,16,Borussia Mönchengladbach,VfL Wolfsburg,1:2,1:1,52,no
Bundesliga,2016/2017,16,Borussia Mönchengladbach,VfL Wolfsburg,1:2,0:1,3,no
Bundesliga,2016/2017,16,Eintracht Frankfurt,1. FSV Mainz 05,3:0,3:0,85,no
Bundesliga,2016/2017,16,Eintracht Frankfurt,1. FSV Mainz 05,3:0,2:0,75,no
Bundesliga,2016/2017,16,Eintracht Frankfurt,1. FSV Mainz 05,3:0,1:0,55,no
Bundesliga,2016/2017,16,Hamburger SV,FC Schalke 04,2:1,2:1,89,no
Bundesliga,2016/2017,16,Hamburger SV,FC Schalke 04,2:1,2:0,82,no
Bundesliga,2016/2017,16,Hamburger SV,FC Schalke 04,2:1,1:0,60,no
Bundesliga,2016/2017,16,1. FC Köln,Bayer Leverkusen,1:1,1:1,44,no
Bundesliga,2016/2017,16,1. FC Köln,Bayer Leverkusen,1:1,1:0,21,no
Bundesliga,2016/2017,16,1899 Hoffenheim,SV Werder Bremen,1:1,1:1,87,no
Bundesliga,2016/2017,16,1899 Hoffenheim,SV Werder Bremen,1:1,1:0,26,no
Bundesliga,2016/2017,16,FC Bayern München,RB Leipzig,3:0,3:0,45,no
Bundesliga,2016/2017,16,FC Bayern München,RB Leipzig,3:0,2:0,30,no
Bundesliga,2016/2017,16,FC Bayern München,RB Leipzig,3:0,1:0,25,no
Bundesliga,2016/2017,16,FC Ingolstadt 04,SC Freiburg,1:2,1:2,53,no
Bundesliga,2016/2017,16,FC Ingolstadt 04,SC Freiburg,1:2,0:2,41,no
Bundesliga,2016/2017,16,FC Ingolstadt 04,SC Freiburg,1:2,0:1,34,no
Bundesliga,2016/2017,16,Hertha BSC,SV Darmstadt 98,2:0,2:0,66,no
Bundesliga,2016/2017,16,Hertha BSC,SV Darmstadt 98,2:0,1:0,53,no
Bundesliga,2016/2017,17,SC Freiburg,FC Bayern München,1:2,1:2,90,no
Bundesliga,2016/2017,17,SC Freiburg,FC Bayern München,1:2,1:1,35,no
Bundesliga,2016/2017,17,SC Freiburg,FC Bayern München,1:2,1:0,4,no
Bundesliga,2016/2017,17,FC Augsburg,1899 Hoffenheim,0:2,0:2,64,no
Bundesliga,2016/2017,17,FC Augsburg,1899 Hoffenheim,0:2,0:1,47,no
Bundesliga,2016/2017,17,FC Schalke 04,FC Ingolstadt 04,1:0,1:0,90,no
Bundesliga,2016/2017,17,SV Werder Bremen,Borussia Dortmund,1:2,1:2,71,no
Bundesliga,2016/2017,17,SV Werder Bremen,Borussia Dortmund,1:2,1:1,59,no
Bundesliga,2016/2017,17,SV Werder Bremen,Borussia Dortmund,1:2,0:1,39,no
Bundesliga,2016/2017,17,VfL Wolfsburg,Hamburger SV,1:0,1:0,83,no
Bundesliga,2016/2017,17,RB Leipzig,Eintracht Frankfurt,3:0,3:0,67,no
Bundesliga,2016/2017,17,RB Leipzig,Eintracht Frankfurt,3:0,2:0,49,yes
Bundesliga,2016/2017,17,RB Leipzig,Eintracht Frankfurt,3:0,1:0,6,no
Bundesliga,2016/2017,17,Bayer Leverkusen,Hertha BSC,3:1,3:1,88,no
Bundesliga,2016/2017,17,Bayer Leverkusen,Hertha BSC,3:1,2:1,44,no
Bundesliga,2016/2017,17,Bayer Leverkusen,Hertha BSC,3:1,2:0,36,no
Bundesliga,2016/2017,17,Bayer Leverkusen,Hertha BSC,3:1,1:0,12,no
Bundesliga,2016/2017,18,FC Schalke 04,Eintracht Frankfurt,0:1,0:1,33,no
Bundesliga,2016/2017,18,FC Ingolstadt 04,Hamburger SV,3:1,3:1,63,no
Bundesliga,2016/2017,18,FC Ingolstadt 04,Hamburger SV,3:1,3:0,47,no
Bundesliga,2016/2017,18,FC Ingolstadt 04,Hamburger SV,3:1,2:0,22,no
Bundesliga,2016/2017,18,FC Ingolstadt 04,Hamburger SV,3:1,1:0,14,no
Bundesliga,2016/2017,18,RB Leipzig,1899 Hoffenheim,2:1,2:1,77,no
Bundesliga,2016/2017,18,RB Leipzig,1899 Hoffenheim,2:1,1:1,60,no
Bundesliga,2016/2017,18,RB Leipzig,1899 Hoffenheim,2:1,0:1,38,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,1:6,89,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,1:5,85,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,1:4,72,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,1:3,66,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,0:3,42,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,0:2,36,no
Bundesliga,2016/2017,18,SV Darmstadt 98,1. FC Köln,1:6,0:1,32,no
Bundesliga,2016/2017,18,SV Werder Bremen,FC Bayern München,1:2,1:2,53,no
Bundesliga,2016/2017,18,SV Werder Bremen,FC Bayern München,1:2,0:2,45,no
Bundesliga,2016/2017,18,SV Werder Bremen,FC Bayern München,1:2,0:1,30,no
Bundesliga,2016/2017,18,VfL Wolfsburg,FC Augsburg,1:2,1:2,69,no
Bundesliga,2016/2017,18,VfL Wolfsburg,FC Augsburg,1:2,1:1,25,no
Bundesliga,2016/2017,18,VfL Wolfsburg,FC Augsburg,1:2,1:0,4,no
Bundesliga,2016/2017,18,Bayer Leverkusen,Borussia Mönchengladbach,2:3,2:3,71,no
Bundesliga,2016/2017,18,Bayer Leverkusen,Borussia Mönchengladbach,2:3,2:2,58,no
Bundesliga,2016/2017,18,Bayer Leverkusen,Borussia Mönchengladbach,2:3,2:1,52,no
Bundesliga,2016/2017,18,Bayer Leverkusen,Borussia Mönchengladbach,2:3,2:0,34,no
Bundesliga,2016/2017,18,Bayer Leverkusen,Borussia Mönchengladbach,2:3,1:0,31,no
Bundesliga,2016/2017,18,SC Freiburg,Hertha BSC,2:1,2:1,88,no
Bundesliga,2016/2017,18,SC Freiburg,Hertha BSC,2:1,2:0,87,no
Bundesliga,2016/2017,18,SC Freiburg,Hertha BSC,2:1,1:0,39,no
Bundesliga,2016/2017,18,1. FSV Mainz 05,Borussia Dortmund,1:1,1:1,83,no
Bundesliga,2016/2017,18,1. FSV Mainz 05,Borussia Dortmund,1:1,0:1,3,no
