League,Saison,Spieltag,hometeam_raw,awayteam_raw,final_score_raw,goal_raw,goal_time_raw,extratime_ra
Bundesliga,2014/2015,1,FC Bayern München,VfL Wolfsburg,2:1,2:1,52,no
Bundesliga,2014/2015,1,FC Bayern München,VfL Wolfsburg,2:1,2:0,47,no
Bundesliga,2014/2015,1,FC Bayern München,VfL Wolfsburg,2:1,1:0,38,no
Bundesliga,2014/2015,1,1899 Hoffenheim,FC Augsburg,2:0,2:0,35,no
Bundesliga,2014/2015,1,1899 Hoffenheim,FC Augsburg,2:0,1:0,33,no
Bundesliga,2014/2015,1,Eintracht Frankfurt,SC Freiburg,1:0,1:0,15,no
Bundesliga,2014/2015,1,Hannover 96,FC Schalke 04,2:1,2:1,70,no
Bundesliga,2014/2015,1,Hannover 96,FC Schalke 04,2:1,1:1,67,no
Bundesliga,2014/2015,1,Hannover 96,FC Schalke 04,2:1,0:1,47,no
Bundesliga,2014/2015,1,Hertha BSC,SV Werder Bremen,2:2,2:2,55,no
Bundesliga,2014/2015,1,Hertha BSC,SV Werder Bremen,2:2,2:1,53,no
Bundesliga,2014/2015,1,Hertha BSC,SV Werder Bremen,2:2,2:0,47,no
Bundesliga,2014/2015,1,Hertha BSC,SV Werder Bremen,2:2,1:0,16,no
Bundesliga,2014/2015,1,Borussia Dortmund,Bayer Leverkusen,0:2,0:2,90,no
Bundesliga,2014/2015,1,Borussia Dortmund,Bayer Leverkusen,0:2,0:1,1,no
Bundesliga,2014/2015,1,SC Paderborn 07,1. FSV Mainz 05,2:2,2:2,90,no
Bundesliga,2014/2015,1,SC Paderborn 07,1. FSV Mainz 05,2:2,2:1,87,no
Bundesliga,2014/2015,1,SC Paderborn 07,1. FSV Mainz 05,2:2,1:1,38,no
Bundesliga,2014/2015,1,SC Paderborn 07,1. FSV Mainz 05,2:2,0:1,34,no
Bundesliga,2014/2015,1,Borussia Mönchengladbach,VfB Stuttgart,1:1,1:1,90,no
Bundesliga,2014/2015,1,Borussia Mönchengladbach,VfB Stuttgart,1:1,0:1,51,no
Bundesliga,2014/2015,10,FC Schalke 04,FC Augsburg,1:0,1:0,37,no
Bundesliga,2014/2015,10,1. FSV Mainz 05,SV Werder Bremen,1:2,1:2,50,no
Bundesliga,2014/2015,10,1. FSV Mainz 05,SV Werder Bremen,1:2,1:1,44,no
Bundesliga,2014/2015,10,1. FSV Mainz 05,SV Werder Bremen,1:2,1:0,3,no
Bundesliga,2014/2015,10,Hamburger SV,Bayer Leverkusen,1:0,1:0,26,no
Bundesliga,2014/2015,10,Hannover 96,Eintracht Frankfurt,1:0,1:0,88,no
Bundesliga,2014/2015,10,VfB Stuttgart,VfL Wolfsburg,0:4,0:4,88,no
Bundesliga,2014/2015,10,VfB Stuttgart,VfL Wolfsburg,0:4,0:3,48,no
Bundesliga,2014/2015,10,VfB Stuttgart,VfL Wolfsburg,0:4,0:2,45,no
Bundesliga,2014/2015,10,VfB Stuttgart,VfL Wolfsburg,0:4,0:1,15,no
Bundesliga,2014/2015,10,FC Bayern München,Borussia Dortmund,2:1,2:1,85,no
Bundesliga,2014/2015,10,FC Bayern München,Borussia Dortmund,2:1,1:1,72,no
Bundesliga,2014/2015,10,FC Bayern München,Borussia Dortmund,2:1,0:1,31,no
Bundesliga,2014/2015,10,Borussia Mönchengladbach,1899 Hoffenheim,3:1,3:1,52,no
Bundesliga,2014/2015,10,Borussia Mönchengladbach,1899 Hoffenheim,3:1,2:1,32,no
Bundesliga,2014/2015,10,Borussia Mönchengladbach,1899 Hoffenheim,3:1,1:1,30,no
Bundesliga,2014/2015,10,Borussia Mönchengladbach,1899 Hoffenheim,3:1,1:0,12,no
Bundesliga,2014/2015,10,1. FC Köln,SC Freiburg,0:1,0:1,50,no
Bundesliga,2014/2015,10,SC Paderborn 07,Hertha BSC,3:1,3:1,76,no
Bundesliga,2014/2015,10,SC Paderborn 07,Hertha BSC,3:1,2:1,52,no
Bundesliga,2014/2015,10,SC Paderborn 07,Hertha BSC,3:1,1:1,41,no
Bundesliga,2014/2015,10,SC Paderborn 07,Hertha BSC,3:1,1:0,28,no
Bundesliga,2014/2015,11,Hertha BSC,Hannover 96,0:2,0:2,76,no
Bundesliga,2014/2015,11,Hertha BSC,Hannover 96,0:2,0:1,44,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,3:4,83,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,3:3,45,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,2:3,39,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,1:3,35,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,1:2,13,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,1:1,5,no
Bundesliga,2014/2015,11,1899 Hoffenheim,1. FC Köln,3:4,1:0,3,no
Bundesliga,2014/2015,11,Eintracht Frankfurt,FC Bayern München,0:4,0:4,87,no
Bundesliga,2014/2015,11,Eintracht Frankfurt,FC Bayern München,0:4,0:3,67,no
Bundesliga,2014/2015,11,Eintracht Frankfurt,FC Bayern München,0:4,0:2,64,no
Bundesliga,2014/2015,11,Eintracht Frankfurt,FC Bayern München,0:4,0:1,22,no
Bundesliga,2014/2015,11,FC Augsburg,SC Paderborn 07,1:0,3:0,68,no
Bundesliga,2014/2015,11,FC Augsburg,SC Paderborn 07,1:0,2:0,48,no
Bundesliga,2014/2015,11,FC Augsburg,SC Paderborn 07,1:0,1:0,7,no
Bundesliga,2014/2015,11,SC Freiburg,FC Schalke 04,2:0,2:0,68,no
Bundesliga,2014/2015,11,SC Freiburg,FC Schalke 04,2:0,1:0,22,no
Bundesliga,2014/2015,11,SV Werder Bremen,VfB Stuttgart,2:0,2:0,57,no
Bundesliga,2014/2015,11,SV Werder Bremen,VfB Stuttgart,2:0,1:0,30,no
Bundesliga,2014/2015,11,VfL Wolfsburg,Hamburger SV,2:0,2:0,64,no
Bundesliga,2014/2015,11,VfL Wolfsburg,Hamburger SV,2:0,1:0,26,no
Bundesliga,2014/2015,11,Borussia Dortmund,Borussia Mönchengladbach,1:0,1:0,58,no
Bundesliga,2014/2015,12,1. FSV Mainz 05,SC Freiburg,2:2,2:2,88,no
Bundesliga,2014/2015,12,1. FSV Mainz 05,SC Freiburg,2:2,1:2,58,no
Bundesliga,2014/2015,12,1. FSV Mainz 05,SC Freiburg,2:2,1:1,30,no
Bundesliga,2014/2015,12,1. FSV Mainz 05,SC Freiburg,2:2,1:0,27,no
Bundesliga,2014/2015,12,Borussia Mönchengladbach,Eintracht Frankfurt,1:3,1:3,90,no
Bundesliga,2014/2015,12,Borussia Mönchengladbach,Eintracht Frankfurt,1:3,1:2,73,no
Bundesliga,2014/2015,12,Borussia Mönchengladbach,Eintracht Frankfurt,1:3,1:1,57,no
Bundesliga,2014/2015,12,Borussia Mönchengladbach,Eintracht Frankfurt,1:3,1:0,54,no
Bundesliga,2014/2015,12,FC Bayern München,1899 Hoffenheim,4:0,4:0,90,no
Bundesliga,2014/2015,12,FC Bayern München,1899 Hoffenheim,4:0,3:0,87,no
Bundesliga,2014/2015,12,FC Bayern München,1899 Hoffenheim,4:0,2:0,82,no
Bundesliga,2014/2015,12,FC Bayern München,1899 Hoffenheim,4:0,1:0,39,no
Bundesliga,2014/2015,12,FC Schalke 04,VfL Wolfsburg,3:2,3:2,74,no
Bundesliga,2014/2015,12,FC Schalke 04,VfL Wolfsburg,3:2,3:1,38,no
Bundesliga,2014/2015,12,FC Schalke 04,VfL Wolfsburg,3:2,3:0,25,no
Bundesliga,2014/2015,12,FC Schalke 04,VfL Wolfsburg,3:2,2:0,22,no
Bundesliga,2014/2015,12,FC Schalke 04,VfL Wolfsburg,3:2,1:0,10,no
Bundesliga,2014/2015,12,Hannover 96,Bayer Leverkusen,1:3,1:3,72,no
Bundesliga,2014/2015,12,Hannover 96,Bayer Leverkusen,1:3,1:2,60,no
Bundesliga,2014/2015,12,Hannover 96,Bayer Leverkusen,1:3,0:2,58,no
Bundesliga,2014/2015,12,Hannover 96,Bayer Leverkusen,1:3,0:1,46,no
Bundesliga,2014/2015,12,SC Paderborn 07,Borussia Dortmund,2:2,2:2,81,no
Bundesliga,2014/2015,12,SC Paderborn 07,Borussia Dortmund,2:2,1:2,60,no
Bundesliga,2014/2015,12,SC Paderborn 07,Borussia Dortmund,2:2,0:2,45,no
Bundesliga,2014/2015,12,SC Paderborn 07,Borussia Dortmund,2:2,0:1,12,no
Bundesliga,2014/2015,12,1. FC Köln,Hertha BSC,1:2,1:2,86,no
Bundesliga,2014/2015,12,1. FC Köln,Hertha BSC,1:2,1:1,58,no
Bundesliga,2014/2015,12,1. FC Köln,Hertha BSC,1:2,0:1,28,no
Bundesliga,2014/2015,12,Hamburger SV,SV Werder Bremen,2:0,2:0,89,no
Bundesliga,2014/2015,12,Hamburger SV,SV Werder Bremen,2:0,1:0,83,no
Bundesliga,2014/2015,12,VfB Stuttgart,FC Augsburg,0:1,0:1,72,no
Bundesliga,2014/2015,13,SC Freiburg,VfB Stuttgart,1:4,1:4,76,no
Bundesliga,2014/2015,13,SC Freiburg,VfB Stuttgart,1:4,1:3,70,no
Bundesliga,2014/2015,13,SC Freiburg,VfB Stuttgart,1:4,1:2,68,no
Bundesliga,2014/2015,13,SC Freiburg,VfB Stuttgart,1:4,1:1,53,no
Bundesliga,2014/2015,13,SC Freiburg,VfB Stuttgart,1:4,0:1,42,no
Bundesliga,2014/2015,13,Bayer Leverkusen,1. FC Köln,5:1,5:1,90,no
Bundesliga,2014/2015,13,Bayer Leverkusen,1. FC Köln,5:1,4:1,88,no
Bundesliga,2014/2015,13,Bayer Leverkusen,1. FC Köln,5:1,3:1,79,no
Bundesliga,2014/2015,13,Bayer Leverkusen,1. FC Köln,5:1,2:1,61,no
Bundesliga,2014/2015,13,Bayer Leverkusen,1. FC Köln,5:1,1:1,26,no
Bundesliga,2014/2015,13,Bayer Leverkusen,1. FC Köln,5:1,0:1,4,no
Bundesliga,2014/2015,13,FC Augsburg,Hamburger SV,3:1,3:1,70,no
Bundesliga,2014/2015,13,FC Augsburg,Hamburger SV,3:1,2:1,62,no
Bundesliga,2014/2015,13,FC Augsburg,Hamburger SV,3:1,1:1,50,no
Bundesliga,2014/2015,13,FC Augsburg,Hamburger SV,3:1,0:1,45,no
Bundesliga,2014/2015,13,FC Schalke 04,1. FSV Mainz 05,1:0,4:1,61,no
Bundesliga,2014/2015,13,FC Schalke 04,1. FSV Mainz 05,1:0,3:1,55,no
Bundesliga,2014/2015,13,FC Schalke 04,1. FSV Mainz 05,1:0,2:1,44,no
Bundesliga,2014/2015,13,FC Schalke 04,1. FSV Mainz 05,1:0,2:0,25,no
Bundesliga,2014/2015,13,FC Schalke 04,1. FSV Mainz 05,1:0,1:0,9,no
Bundesliga,2014/2015,13,Hertha BSC,FC Bayern München,0:1,0:1,27,no
Bundesliga,2014/2015,13,SV Werder Bremen,SC Paderborn 07,4:0,4:0,81,no
Bundesliga,2014/2015,13,SV Werder Bremen,SC Paderborn 07,4:0,3:0,50,no
Bundesliga,2014/2015,13,SV Werder Bremen,SC Paderborn 07,4:0,2:0,48,no
Bundesliga,2014/2015,13,SV Werder Bremen,SC Paderborn 07,4:0,1:0,10,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,4:3,86,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,4:2,63,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,3:2,59,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,2:2,52,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,2:1,43,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,2:0,37,no
Bundesliga,2014/2015,13,1899 Hoffenheim,Hannover 96,4:3,1:0,19,no
Bundesliga,2014/2015,13,VfL Wolfsburg,Borussia Mönchengladbach,1:0,1:0,12,no
Bundesliga,2014/2015,13,Eintracht Frankfurt,Borussia Dortmund,2:0,2:0,78,no
Bundesliga,2014/2015,13,Eintracht Frankfurt,Borussia Dortmund,2:0,1:0,5,no
Bundesliga,2014/2015,14,Borussia Dortmund,1899 Hoffenheim,1:0,1:0,17,no
Bundesliga,2014/2015,14,1. FC Köln,FC Augsburg,1:2,1:2,90,no
Bundesliga,2014/2015,14,1. FC Köln,FC Augsburg,1:2,1:1,53,no
Bundesliga,2014/2015,14,1. FC Köln,FC Augsburg,1:2,1:0,13,no
Bundesliga,2014/2015,14,Borussia Mönchengladbach,Hertha BSC,3:2,3:2,90,no
Bundesliga,2014/2015,14,Borussia Mönchengladbach,Hertha BSC,3:2,3:1,83,no
Bundesliga,2014/2015,14,Borussia Mönchengladbach,Hertha BSC,3:2,2:1,53,no
Bundesliga,2014/2015,14,Borussia Mönchengladbach,Hertha BSC,3:2,1:1,45,no
Bundesliga,2014/2015,14,Borussia Mönchengladbach,Hertha BSC,3:2,1:0,9,no
Bundesliga,2014/2015,14,Hannover 96,VfL Wolfsburg,1:3,1:3,85,no
Bundesliga,2014/2015,14,Hannover 96,VfL Wolfsburg,1:3,1:2,69,no
Bundesliga,2014/2015,14,Hannover 96,VfL Wolfsburg,1:3,1:1,45,no
Bundesliga,2014/2015,14,Hannover 96,VfL Wolfsburg,1:3,0:1,4,no
Bundesliga,2014/2015,14,SC Paderborn 07,SC Freiburg,1:1,1:1,89,no
Bundesliga,2014/2015,14,SC Paderborn 07,SC Freiburg,1:1,0:1,18,no
Bundesliga,2014/2015,14,VfB Stuttgart,FC Schalke 04,0:4,0:4,61,no
Bundesliga,2014/2015,14,VfB Stuttgart,FC Schalke 04,0:4,0:3,21,no
Bundesliga,2014/2015,14,VfB Stuttgart,FC Schalke 04,0:4,0:2,10,no
Bundesliga,2014/2015,14,VfB Stuttgart,FC Schalke 04,0:4,0:1,1,no
Bundesliga,2014/2015,14,FC Bayern München,Bayer Leverkusen,1:0,1:0,51,no
Bundesliga,2014/2015,14,Hamburger SV,1. FSV Mainz 05,2:1,2:1,89,no
Bundesliga,2014/2015,14,Hamburger SV,1. FSV Mainz 05,2:1,2:0,54,no
Bundesliga,2014/2015,14,Hamburger SV,1. FSV Mainz 05,2:1,1:0,32,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,5:2,80,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,4:2,79,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,4:1,75,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,3:1,68,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,2:1,52,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,1:1,45,no
Bundesliga,2014/2015,14,Eintracht Frankfurt,SV Werder Bremen,5:2,1:0,35,no
Bundesliga,2014/2015,15,1899 Hoffenheim,Eintracht Frankfurt,3:2,3:2,87,no
Bundesliga,2014/2015,15,1899 Hoffenheim,Eintracht Frankfurt,3:2,2:2,77,no
Bundesliga,2014/2015,15,1899 Hoffenheim,Eintracht Frankfurt,3:2,2:1,66,no
Bundesliga,2014/2015,15,1899 Hoffenheim,Eintracht Frankfurt,3:2,1:1,58,no
Bundesliga,2014/2015,15,1899 Hoffenheim,Eintracht Frankfurt,3:2,1:0,43,no
Bundesliga,2014/2015,15,FC Augsburg,FC Bayern München,0:4,0:4,71,no
Bundesliga,2014/2015,15,FC Augsburg,FC Bayern München,0:4,0:3,68,no
Bundesliga,2014/2015,15,FC Augsburg,FC Bayern München,0:4,0:2,59,no
Bundesliga,2014/2015,15,FC Augsburg,FC Bayern München,0:4,0:1,58,no
Bundesliga,2014/2015,15,FC Schalke 04,1. FC Köln,1:2,1:2,85,no
Bundesliga,2014/2015,15,FC Schalke 04,1. FC Köln,1:2,0:2,67,no
Bundesliga,2014/2015,15,FC Schalke 04,1. FC Köln,1:2,0:1,47,no
Bundesliga,2014/2015,15,Hertha BSC,Borussia Dortmund,1:0,1:0,34,no
Bundesliga,2014/2015,15,SV Werder Bremen,Hannover 96,3:3,3:3,89,no
Bundesliga,2014/2015,15,SV Werder Bremen,Hannover 96,3:3,2:3,64,no
Bundesliga,2014/2015,15,SV Werder Bremen,Hannover 96,3:3,2:2,62,no
Bundesliga,2014/2015,15,SV Werder Bremen,Hannover 96,3:3,2:1,56,no
Bundesliga,2014/2015,15,SV Werder Bremen,Hannover 96,3:3,1:1,36,no
Bundesliga,2014/2015,15,SV Werder Bremen,Hannover 96,3:3,0:1,12,no
Bundesliga,2014/2015,15,1. FSV Mainz 05,VfB Stuttgart,1:1,1:1,72,no
Bundesliga,2014/2015,15,1. FSV Mainz 05,VfB Stuttgart,1:1,1:0,36,no
Bundesliga,2014/2015,15,Bayer Leverkusen,Borussia Mönchengladbach,1:1,1:1,40,no
Bundesliga,2014/2015,15,Bayer Leverkusen,Borussia Mönchengladbach,1:1,1:0,18,no
Bundesliga,2014/2015,15,VfL Wolfsburg,SC Paderborn 07,1:1,1:1,50,no
Bundesliga,2014/2015,15,VfL Wolfsburg,SC Paderborn 07,1:1,1:0,17,no
Bundesliga,2014/2015,16,FC Bayern München,SC Freiburg,2:0,2:0,48,no
Bundesliga,2014/2015,16,FC Bayern München,SC Freiburg,2:0,1:0,41,no
Bundesliga,2014/2015,16,Hamburger SV,VfB Stuttgart,0:1,0:1,53,no
Bundesliga,2014/2015,16,Hannover 96,FC Augsburg,2:0,2:0,55,no
Bundesliga,2014/2015,16,Hannover 96,FC Augsburg,2:0,1:0,20,no
Bundesliga,2014/2015,16,1899 Hoffenheim,Bayer Leverkusen,0:1,0:1,79,no
Bundesliga,2014/2015,16,Borussia Dortmund,VfL Wolfsburg,2:2,2:2,85,no
Bundesliga,2014/2015,16,Borussia Dortmund,VfL Wolfsburg,2:2,2:1,76,no
Bundesliga,2014/2015,16,Borussia Dortmund,VfL Wolfsburg,2:2,1:1,29,no
Bundesliga,2014/2015,16,Borussia Dortmund,VfL Wolfsburg,2:2,1:0,8,no
Bundesliga,2014/2015,16,Borussia Mönchengladbach,SV Werder Bremen,4:1,4:1,88,no
Bundesliga,2014/2015,16,Borussia Mönchengladbach,SV Werder Bremen,4:1,3:1,66,no
Bundesliga,2014/2015,16,Borussia Mönchengladbach,SV Werder Bremen,4:1,2:1,64,no
Bundesliga,2014/2015,16,Borussia Mönchengladbach,SV Werder Bremen,4:1,2:0,51,no
Bundesliga,2014/2015,16,Borussia Mönchengladbach,SV Werder Bremen,4:1,1:0,38,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,3:4,90,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,4:4,90,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,2:4,81,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,2:3,58,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,1:3,43,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,0:3,37,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,0:2,34,no
Bundesliga,2014/2015,16,Eintracht Frankfurt,Hertha BSC,4:4,0:1,22,no
Bundesliga,2014/2015,16,SC Paderborn 07,FC Schalke 04,1:2,1:2,78,no
Bundesliga,2014/2015,16,SC Paderborn 07,FC Schalke 04,1:2,1:1,44,no
Bundesliga,2014/2015,16,SC Paderborn 07,FC Schalke 04,1:2,1:0,32,no
Bundesliga,2014/2015,17,1. FSV Mainz 05,FC Bayern München,1:2,1:2,90,no
Bundesliga,2014/2015,17,1. FSV Mainz 05,FC Bayern München,1:2,1:1,24,no
Bundesliga,2014/2015,17,1. FSV Mainz 05,FC Bayern München,1:2,1:0,21,no
Bundesliga,2014/2015,17,Bayer Leverkusen,Eintracht Frankfurt,1:1,1:1,83,no
Bundesliga,2014/2015,17,Bayer Leverkusen,Eintracht Frankfurt,1:1,0:1,37,no
Bundesliga,2014/2015,17,FC Augsburg,Borussia Mönchengladbach,2:1,2:1,51,no
Bundesliga,2014/2015,17,FC Augsburg,Borussia Mönchengladbach,2:1,1:1,21,no
Bundesliga,2014/2015,17,FC Augsburg,Borussia Mönchengladbach,2:1,0:1,3,no
Bundesliga,2014/2015,17,SV Werder Bremen,Borussia Dortmund,2:1,2:1,70,no
Bundesliga,2014/2015,17,SV Werder Bremen,Borussia Dortmund,2:1,2:0,62,no
Bundesliga,2014/2015,17,SV Werder Bremen,Borussia Dortmund,2:1,1:0,3,no
Bundesliga,2014/2015,17,VfL Wolfsburg,1. FC Köln,2:1,2:1,78,no
Bundesliga,2014/2015,17,VfL Wolfsburg,1. FC Köln,2:1,1:1,16,no
Bundesliga,2014/2015,17,VfL Wolfsburg,1. FC Köln,2:1,0:1,11,no
Bundesliga,2014/2015,17,Hertha BSC,1899 Hoffenheim,0:5,0:5,84,no
Bundesliga,2014/2015,17,Hertha BSC,1899 Hoffenheim,0:5,0:4,74,no
Bundesliga,2014/2015,17,Hertha BSC,1899 Hoffenheim,0:5,0:3,39,no
Bundesliga,2014/2015,17,Hertha BSC,1899 Hoffenheim,0:5,0:2,26,no
Bundesliga,2014/2015,17,Hertha BSC,1899 Hoffenheim,0:5,0:1,23,no
Bundesliga,2014/2015,17,SC Freiburg,Hannover 96,2:2,2:2,90,no
Bundesliga,2014/2015,17,SC Freiburg,Hannover 96,2:2,2:1,83,no
Bundesliga,2014/2015,17,SC Freiburg,Hannover 96,2:2,2:0,81,no
Bundesliga,2014/2015,17,SC Freiburg,Hannover 96,2:2,1:0,45,no
Bundesliga,2014/2015,18,VfL Wolfsburg,FC Bayern München,4:1,4:1,74,no
Bundesliga,2014/2015,18,VfL Wolfsburg,FC Bayern München,4:1,3:1,55,no
Bundesliga,2014/2015,18,VfL Wolfsburg,FC Bayern München,4:1,3:0,53,no
Bundesliga,2014/2015,18,VfL Wolfsburg,FC Bayern München,4:1,2:0,45,no
Bundesliga,2014/2015,18,VfL Wolfsburg,FC Bayern München,4:1,1:0,4,no
Bundesliga,2014/2015,18,1. FSV Mainz 05,SC Paderborn 07,5:0,5:0,87,no
Bundesliga,2014/2015,18,1. FSV Mainz 05,SC Paderborn 07,5:0,4:0,83,no
Bundesliga,2014/2015,18,1. FSV Mainz 05,SC Paderborn 07,5:0,3:0,69,no
Bundesliga,2014/2015,18,1. FSV Mainz 05,SC Paderborn 07,5:0,2:0,46,no
Bundesliga,2014/2015,18,1. FSV Mainz 05,SC Paderborn 07,5:0,1:0,7,no
Bundesliga,2014/2015,18,FC Schalke 04,Hannover 96,1:0,1:0,86,no
Bundesliga,2014/2015,18,Hamburger SV,1. FC Köln,0:2,0:2,78,no
Bundesliga,2014/2015,18,Hamburger SV,1. FC Köln,0:2,0:1,62,no
Bundesliga,2014/2015,18,SC Freiburg,Eintracht Frankfurt,4:1,4:1,88,no
Bundesliga,2014/2015,18,SC Freiburg,Eintracht Frankfurt,4:1,3:1,70,no
Bundesliga,2014/2015,18,SC Freiburg,Eintracht Frankfurt,4:1,2:1,64,no
Bundesliga,2014/2015,18,SC Freiburg,Eintracht Frankfurt,4:1,1:1,61,no
Bundesliga,2014/2015,18,SC Freiburg,Eintracht Frankfurt,4:1,0:1,1,no
Bundesliga,2014/2015,18,VfB Stuttgart,Borussia Mönchengladbach,0:1,0:1,71,no
Bundesliga,2014/2015,18,SV Werder Bremen,Hertha BSC,2:0,2:0,69,no
Bundesliga,2014/2015,18,SV Werder Bremen,Hertha BSC,2:0,1:0,43,no
Bundesliga,2014/2015,18,FC Augsburg,1899 Hoffenheim,3:1,3:1,90,no
Bundesliga,2014/2015,18,FC Augsburg,1899 Hoffenheim,3:1,2:1,45,no
Bundesliga,2014/2015,18,FC Augsburg,1899 Hoffenheim,3:1,2:0,42,no
Bundesliga,2014/2015,18,FC Augsburg,1899 Hoffenheim,3:1,1:0,39,no
Bundesliga,2014/2015,19,Borussia Mönchengladbach,SC Freiburg,1:0,1:0,23,no
Bundesliga,2014/2015,19,Eintracht Frankfurt,VfL Wolfsburg,1:1,1:1,88,no
Bundesliga,2014/2015,19,Eintracht Frankfurt,VfL Wolfsburg,1:1,1:0,58,no
Bundesliga,2014/2015,19,FC Bayern München,FC Schalke 04,1:1,1:1,72,no
Bundesliga,2014/2015,19,FC Bayern München,FC Schalke 04,1:1,1:0,67,no
Bundesliga,2014/2015,19,Hannover 96,1. FSV Mainz 05,1:1,1:1,77,no
Bundesliga,2014/2015,19,Hannover 96,1. FSV Mainz 05,1:1,1:0,26,no
Bundesliga,2014/2015,19,1899 Hoffenheim,SV Werder Bremen,0:1,1:2,52,no
Bundesliga,2014/2015,19,1899 Hoffenheim,SV Werder Bremen,0:1,1:1,34,no
Bundesliga,2014/2015,19,1899 Hoffenheim,SV Werder Bremen,0:1,0:1,8,no
Bundesliga,2014/2015,19,Borussia Dortmund,FC Augsburg,0:1,0:1,64,no
Bundesliga,2014/2015,19,Hertha BSC,Bayer Leverkusen,0:1,0:1,90,no
Bundesliga,2014/2015,19,SC Paderborn 07,Hamburger SV,0:3,0:3,90,no
Bundesliga,2014/2015,19,SC Paderborn 07,Hamburger SV,0:3,0:2,72,no
Bundesliga,2014/2015,19,SC Paderborn 07,Hamburger SV,0:3,0:1,2,no
Bundesliga,2014/2015,2,FC Augsburg,Borussia Dortmund,2:3,2:3,90,no
Bundesliga,2014/2015,2,FC Augsburg,Borussia Dortmund,2:3,1:3,82,no
Bundesliga,2014/2015,2,FC Augsburg,Borussia Dortmund,2:3,0:3,78,no
Bundesliga,2014/2015,2,FC Augsburg,Borussia Dortmund,2:3,0:2,14,no
Bundesliga,2014/2015,2,FC Augsburg,Borussia Dortmund,2:3,0:1,11,no
Bundesliga,2014/2015,2,Bayer Leverkusen,Hertha BSC,4:2,4:2,86,no
Bundesliga,2014/2015,2,Bayer Leverkusen,Hertha BSC,4:2,3:2,74,no
Bundesliga,2014/2015,2,Bayer Leverkusen,Hertha BSC,4:2,2:2,62,no
Bundesliga,2014/2015,2,Bayer Leverkusen,Hertha BSC,4:2,1:2,60,no
Bundesliga,2014/2015,2,Bayer Leverkusen,Hertha BSC,4:2,1:1,50,no
Bundesliga,2014/2015,2,Bayer Leverkusen,Hertha BSC,4:2,0:1,24,no
Bundesliga,2014/2015,2,Hamburger SV,SC Paderborn 07,0:3,0:3,88,no
Bundesliga,2014/2015,2,Hamburger SV,SC Paderborn 07,0:3,0:2,69,no
Bundesliga,2014/2015,2,Hamburger SV,SC Paderborn 07,0:3,0:1,29,no
Bundesliga,2014/2015,2,SV Werder Bremen,1899 Hoffenheim,1:1,1:1,60,no
Bundesliga,2014/2015,2,SV Werder Bremen,1899 Hoffenheim,1:1,0:1,19,no
Bundesliga,2014/2015,2,VfB Stuttgart,1. FC Köln,0:2,0:2,33,no
Bundesliga,2014/2015,2,VfB Stuttgart,1. FC Köln,0:2,0:1,23,no
Bundesliga,2014/2015,2,VfL Wolfsburg,Eintracht Frankfurt,2:2,2:2,86,no
Bundesliga,2014/2015,2,VfL Wolfsburg,Eintracht Frankfurt,2:2,2:1,79,no
Bundesliga,2014/2015,2,VfL Wolfsburg,Eintracht Frankfurt,2:2,1:1,24,no
Bundesliga,2014/2015,2,VfL Wolfsburg,Eintracht Frankfurt,2:2,1:0,15,no
Bundesliga,2014/2015,2,FC Schalke 04,FC Bayern München,1:1,1:1,62,no
Bundesliga,2014/2015,2,FC Schalke 04,FC Bayern München,1:1,0:1,10,no
