League,Saison,Spieltag,hometeam_raw,awayteam_raw,final_score_raw,goal_raw,goal_time_raw,extratime_raw
Ligue Une,2014/2015,12.0,FC Lorient,Paris St. Germain,1:2,1:2,68',0.0
Ligue Une,2014/2015,12.0,FC Lorient,Paris St. Germain,1:2,1:1,60',0.0
Ligue Une,2014/2015,12.0,FC Lorient,Paris St. Germain,1:2,1:0,42',0.0
Ligue Une,2014/2015,5.0,HSC Montpellier,FC Lorient,1:0,1:0,44',0.0
Ligue Une,2014/2015,7.0,Stade Rennes,FC Toulouse,0:3,0:3,61',0.0
Ligue Une,2014/2015,7.0,Stade Rennes,FC Toulouse,0:3,0:2,57',0.0
Ligue Une,2014/2015,7.0,Stade Rennes,FC Toulouse,0:3,0:1,42',0.0
Ligue Une,2014/2015,,FC Évian Thonon Gaillard,Olympique Marseille,0:3,0:3,63',0.0
Ligue Une,2014/2015,,FC Évian Thonon Gaillard,Olympique Marseille,0:3,0:2,44',0.0
Ligue Une,2014/2015,,FC Évian Thonon Gaillard,Olympique Marseille,0:3,0:1,1',0.0
Ligue Une,2016/2017,1.0,SC Bastia,Paris St. Germain,0:1,0:1,74',0.0
Ligue Une,2016/2017,1.0,AS Monaco,EA Guingamp,2:2,2:2,84',0.0
Ligue Une,2016/2017,1.0,AS Monaco,EA Guingamp,2:2,1:2,71',0.0
Ligue Une,2016/2017,1.0,AS Monaco,EA Guingamp,2:2,0:2,37',0.0
Ligue Une,2016/2017,1.0,AS Monaco,EA Guingamp,2:2,0:1,29',0.0
Ligue Une,2016/2017,1.0,Girondins Bordeaux,AS St. Etienne,3:2,3:2,89',0.0
Ligue Une,2016/2017,1.0,Girondins Bordeaux,AS St. Etienne,3:2,3:1,81',0.0
Ligue Une,2016/2017,1.0,Girondins Bordeaux,AS St. Etienne,3:2,3:0,72',0.0
Ligue Une,2016/2017,1.0,Girondins Bordeaux,AS St. Etienne,3:2,2:0,57',0.0
Ligue Une,2016/2017,1.0,Girondins Bordeaux,AS St. Etienne,3:2,1:0,13',0.0
Ligue Une,2016/2017,1.0,Dijon Football,FC Nantes,0:1,0:1,48',0.0
Ligue Une,2016/2017,1.0,FC Metz,OSC Lille,3:2,3:2,88',0.0
Ligue Une,2016/2017,1.0,FC Metz,OSC Lille,3:2,2:2,76',0.0
Ligue Une,2016/2017,1.0,FC Metz,OSC Lille,3:2,1:2,70',0.0
Ligue Une,2016/2017,1.0,FC Metz,OSC Lille,3:2,1:1,56',0.0
Ligue Une,2016/2017,1.0,FC Metz,OSC Lille,3:2,0:1,35',0.0
Ligue Une,2016/2017,1.0,HSC Montpellier,SCO Angers,1:0,1:0,8',0.0
Ligue Une,2016/2017,1.0,SM Caen,FC Lorient,3:2,3:2,87',0.0
Ligue Une,2016/2017,1.0,SM Caen,FC Lorient,3:2,2:2,43',0.0
Ligue Une,2016/2017,1.0,SM Caen,FC Lorient,3:2,1:2,32',0.0
Ligue Une,2016/2017,1.0,SM Caen,FC Lorient,3:2,0:2,26',0.0
Ligue Une,2016/2017,1.0,SM Caen,FC Lorient,3:2,0:1,19',0.0
Ligue Une,2016/2017,1.0,AS Nancy,Olympique Lyon,0:3,0:3,90',0.0
Ligue Une,2016/2017,1.0,AS Nancy,Olympique Lyon,0:3,0:2,44',0.0
Ligue Une,2016/2017,1.0,AS Nancy,Olympique Lyon,0:3,0:1,33',0.0
Ligue Une,2016/2017,1.0,OGC Nizza,Stade Rennes,1:0,1:0,60',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,6:2,89',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,5:2,76',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,4:2,74',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,3:2,64',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,2:2,61',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,2:1,49',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,1:1,36',0.0
Ligue Une,2016/2017,10.0,AS Monaco,HSC Montpellier,0:1,0:1,9',0.0
Ligue Une,2016/2017,10.0,Olympique Lyon,EA Guingamp,1:3,1:3,77',0.0
Ligue Une,2016/2017,10.0,Olympique Lyon,EA Guingamp,1:3,1:2,52',0.0
Ligue Une,2016/2017,10.0,Olympique Lyon,EA Guingamp,1:3,1:1,46',0.0
Ligue Une,2016/2017,10.0,Olympique Lyon,EA Guingamp,1:3,1:0,37',0.0
Ligue Une,2016/2017,10.0,Dijon Football,FC Lorient,1:0,1:0,90',0.0
Ligue Une,2016/2017,10.0,FC Nantes,Stade Rennes,1:2,1:2,75',0.0
Ligue Une,2016/2017,10.0,FC Nantes,Stade Rennes,1:2,1:1,58',0.0
Ligue Une,2016/2017,10.0,FC Nantes,Stade Rennes,1:2,1:0,42',0.0
Ligue Une,2016/2017,10.0,Girondins Bordeaux,AS Nancy,1:1,1:1,74',0.0
Ligue Une,2016/2017,10.0,Girondins Bordeaux,AS Nancy,1:1,1:0,55',0.0
Ligue Une,2016/2017,10.0,OSC Lille,SC Bastia,2:1,2:1,71',0.0
Ligue Une,2016/2017,10.0,OSC Lille,SC Bastia,2:1,2:0,57',0.0
Ligue Une,2016/2017,10.0,OSC Lille,SC Bastia,2:1,1:0,51',0.0
Ligue Une,2016/2017,10.0,SM Caen,AS St. Etienne,0:2,0:2,58',0.0
Ligue Une,2016/2017,10.0,SM Caen,AS St. Etienne,0:2,0:1,49',0.0
Ligue Une,2016/2017,10.0,FC Metz,OGC Nizza,2:4,2:4,92,1.0
Ligue Une,2016/2017,10.0,FC Metz,OGC Nizza,2:4,2:3,84',0.0
Ligue Une,2016/2017,10.0,FC Metz,OGC Nizza,2:4,2:2,69',0.0
Ligue Une,2016/2017,10.0,FC Metz,OGC Nizza,2:4,1:2,38',0.0
Ligue Une,2016/2017,10.0,FC Metz,OGC Nizza,2:4,1:1,25',0.0
Ligue Une,2016/2017,10.0,FC Metz,OGC Nizza,2:4,0:1,12',0.0
Ligue Une,2016/2017,11.0,OSC Lille,Paris St. Germain,0:1,0:1,65',0.0
Ligue Une,2016/2017,11.0,FC Toulouse,Olympique Lyon,1:2,1:2,56',0.0
Ligue Une,2016/2017,11.0,FC Toulouse,Olympique Lyon,1:2,1:1,52',0.0
Ligue Une,2016/2017,11.0,FC Toulouse,Olympique Lyon,1:2,0:1,26',0.0
Ligue Une,2016/2017,11.0,AS Nancy,SM Caen,1:0,2:0,12',0.0
Ligue Une,2016/2017,11.0,AS Nancy,SM Caen,1:0,1:0,6',0.0
Ligue Une,2016/2017,11.0,AS St. Etienne,AS Monaco,0:1,1:1,18',0.0
Ligue Une,2016/2017,11.0,AS St. Etienne,AS Monaco,0:1,0:1,5',0.0
Ligue Une,2016/2017,11.0,EA Guingamp,SCO Angers,1:0,1:0,78',0.0
Ligue Une,2016/2017,11.0,FC Lorient,HSC Montpellier,2:2,2:2,69',0.0
Ligue Une,2016/2017,11.0,FC Lorient,HSC Montpellier,2:2,2:1,45',0.0
Ligue Une,2016/2017,11.0,FC Lorient,HSC Montpellier,2:2,2:0,24',0.0
Ligue Une,2016/2017,11.0,FC Lorient,HSC Montpellier,2:2,1:0,16',0.0
Ligue Une,2016/2017,11.0,OGC Nizza,FC Nantes,1:0,4:1,65',0.0
Ligue Une,2016/2017,11.0,OGC Nizza,FC Nantes,1:0,3:1,60',0.0
Ligue Une,2016/2017,11.0,OGC Nizza,FC Nantes,1:0,2:1,47',0.0
Ligue Une,2016/2017,11.0,OGC Nizza,FC Nantes,1:0,2:0,27',0.0
Ligue Une,2016/2017,11.0,OGC Nizza,FC Nantes,1:0,1:0,9',0.0
Ligue Une,2016/2017,11.0,Stade Rennes,FC Metz,1:0,1:0,56',0.0
Ligue Une,2016/2017,12.0,HSC Montpellier,Olympique Marseille,3:1,3:1,57',0.0
Ligue Une,2016/2017,12.0,HSC Montpellier,Olympique Marseille,3:1,2:1,52',0.0
Ligue Une,2016/2017,12.0,HSC Montpellier,Olympique Marseille,3:1,2:0,36',0.0
Ligue Une,2016/2017,12.0,HSC Montpellier,Olympique Marseille,3:1,1:0,4',0.0
Ligue Une,2016/2017,12.0,AS Monaco,AS Nancy,6:0,6:0,92,1.0
Ligue Une,2016/2017,12.0,AS Monaco,AS Nancy,6:0,5:0,90',0.0
Ligue Une,2016/2017,12.0,AS Monaco,AS Nancy,6:0,4:0,87',0.0
Ligue Une,2016/2017,12.0,AS Monaco,AS Nancy,6:0,3:0,65',0.0
Ligue Une,2016/2017,12.0,AS Monaco,AS Nancy,6:0,2:0,30',0.0
Ligue Une,2016/2017,12.0,AS Monaco,AS Nancy,6:0,1:0,25',0.0
Ligue Une,2016/2017,12.0,Dijon Football,EA Guingamp,3:3,3:3,90',0.0
Ligue Une,2016/2017,12.0,Dijon Football,EA Guingamp,3:3,3:2,79',0.0
Ligue Une,2016/2017,12.0,Dijon Football,EA Guingamp,3:3,3:1,44',0.0
Ligue Une,2016/2017,12.0,Dijon Football,EA Guingamp,3:3,2:1,32',0.0
Ligue Une,2016/2017,12.0,Dijon Football,EA Guingamp,3:3,2:0,26',0.0
Ligue Une,2016/2017,12.0,Dijon Football,EA Guingamp,3:3,1:0,6',0.0
Ligue Une,2016/2017,12.0,FC Nantes,FC Toulouse,1:1,1:1,90',0.0
Ligue Une,2016/2017,12.0,FC Nantes,FC Toulouse,1:1,0:1,36',0.0
Ligue Une,2016/2017,12.0,Girondins Bordeaux,FC Lorient,2:1,2:1,86',0.0
Ligue Une,2016/2017,12.0,Girondins Bordeaux,FC Lorient,2:1,1:1,73',0.0
Ligue Une,2016/2017,12.0,Girondins Bordeaux,FC Lorient,2:1,1:0,62',0.0
Ligue Une,2016/2017,12.0,Olympique Lyon,SC Bastia,2:1,2:1,90',0.0
Ligue Une,2016/2017,12.0,Olympique Lyon,SC Bastia,2:1,2:0,86',0.0
Ligue Une,2016/2017,12.0,Olympique Lyon,SC Bastia,2:1,1:0,74',0.0
Ligue Une,2016/2017,12.0,SCO Angers,OSC Lille,1:0,1:0,54',0.0
Ligue Une,2016/2017,12.0,SM Caen,OGC Nizza,1:0,1:0,42',0.0
Ligue Une,2016/2017,12.0,Paris St. Germain,Stade Rennes,4:0,4:0,79',0.0
Ligue Une,2016/2017,12.0,Paris St. Germain,Stade Rennes,4:0,3:0,67',0.0
Ligue Une,2016/2017,12.0,Paris St. Germain,Stade Rennes,4:0,2:0,42',0.0
Ligue Une,2016/2017,12.0,Paris St. Germain,Stade Rennes,4:0,1:0,31',0.0
Ligue Une,2016/2017,13.0,FC Lorient,AS Monaco,0:3,0:3,90',0.0
Ligue Une,2016/2017,13.0,FC Lorient,AS Monaco,0:3,0:2,67',0.0
Ligue Une,2016/2017,13.0,FC Lorient,AS Monaco,0:3,0:1,64',0.0
Ligue Une,2016/2017,13.0,OSC Lille,Olympique Lyon,0:1,0:1,55',0.0
Ligue Une,2016/2017,13.0,Paris St. Germain,FC Nantes,2:0,2:0,90',0.0
Ligue Une,2016/2017,13.0,Paris St. Germain,FC Nantes,2:0,1:0,13',0.0
Ligue Une,2016/2017,13.0,AS Nancy,Dijon Football,1:0,1:0,77',0.0
Ligue Une,2016/2017,13.0,FC Toulouse,FC Metz,1:2,1:2,90',0.0
Ligue Une,2016/2017,13.0,FC Toulouse,FC Metz,1:2,0:2,48',0.0
Ligue Une,2016/2017,13.0,FC Toulouse,FC Metz,1:2,0:1,35',0.0
Ligue Une,2016/2017,13.0,SC Bastia,HSC Montpellier,1:0,1:1,55',0.0
Ligue Une,2016/2017,13.0,SC Bastia,HSC Montpellier,1:0,1:0,6',0.0
Ligue Une,2016/2017,13.0,Stade Rennes,SCO Angers,1:1,1:1,90',0.0
Ligue Une,2016/2017,13.0,Stade Rennes,SCO Angers,1:1,1:0,82',0.0
Ligue Une,2016/2017,13.0,EA Guingamp,Girondins Bordeaux,1:1,1:1,90',0.0
Ligue Une,2016/2017,13.0,EA Guingamp,Girondins Bordeaux,1:1,0:1,22',0.0
Ligue Une,2016/2017,13.0,Olympique Marseille,SM Caen,1:0,1:0,81',0.0
Ligue Une,2016/2017,13.0,AS St. Etienne,OGC Nizza,0:1,0:1,63',0.0
Ligue Une,2016/2017,14.0,Stade Rennes,FC Toulouse,1:0,1:0,90',0.0
Ligue Une,2016/2017,14.0,AS Monaco,Olympique Marseille,4:0,4:0,90',0.0
Ligue Une,2016/2017,14.0,AS Monaco,Olympique Marseille,4:0,3:0,39',0.0
Ligue Une,2016/2017,14.0,AS Monaco,Olympique Marseille,4:0,2:0,29',0.0
Ligue Une,2016/2017,14.0,AS Monaco,Olympique Marseille,4:0,1:0,23',0.0
Ligue Une,2016/2017,14.0,FC Metz,FC Lorient,3:3,3:3,78',0.0
Ligue Une,2016/2017,14.0,FC Metz,FC Lorient,3:3,2:3,75',0.0
Ligue Une,2016/2017,14.0,FC Metz,FC Lorient,3:3,1:3,61',0.0
Ligue Une,2016/2017,14.0,FC Metz,FC Lorient,3:3,1:2,54',0.0
Ligue Une,2016/2017,14.0,FC Metz,FC Lorient,3:3,1:1,16',0.0
Ligue Une,2016/2017,14.0,FC Metz,FC Lorient,3:3,1:0,11',0.0
Ligue Une,2016/2017,14.0,Girondins Bordeaux,Dijon Football,3:2,3:2,90',0.0
Ligue Une,2016/2017,14.0,Girondins Bordeaux,Dijon Football,3:2,2:2,88',0.0
Ligue Une,2016/2017,14.0,Girondins Bordeaux,Dijon Football,3:2,1:2,62',0.0
Ligue Une,2016/2017,14.0,Girondins Bordeaux,Dijon Football,3:2,1:1,48',0.0
Ligue Une,2016/2017,14.0,Girondins Bordeaux,Dijon Football,3:2,0:1,44',0.0
Ligue Une,2016/2017,14.0,SM Caen,EA Guingamp,1:1,1:1,85',0.0
Ligue Une,2016/2017,14.0,SM Caen,EA Guingamp,1:1,1:0,79',0.0
Ligue Une,2016/2017,14.0,SCO Angers,AS St. Etienne,1:2,1:2,90',0.0
Ligue Une,2016/2017,14.0,SCO Angers,AS St. Etienne,1:2,1:1,78',0.0
Ligue Une,2016/2017,14.0,SCO Angers,AS St. Etienne,1:2,1:0,59',0.0
Ligue Une,2016/2017,14.0,OGC Nizza,SC Bastia,1:1,1:1,60',0.0
Ligue Une,2016/2017,14.0,OGC Nizza,SC Bastia,1:1,1:0,11',0.0
Ligue Une,2016/2017,14.0,Olympique Lyon,Paris St. Germain,1:2,1:2,81',0.0
Ligue Une,2016/2017,14.0,Olympique Lyon,Paris St. Germain,1:2,1:1,48',0.0
Ligue Une,2016/2017,14.0,Olympique Lyon,Paris St. Germain,1:2,0:1,30',0.0
Ligue Une,2016/2017,15.0,FC Lorient,Stade Rennes,2:1,2:1,46',0.0
Ligue Une,2016/2017,15.0,FC Lorient,Stade Rennes,2:1,1:1,32',0.0
Ligue Une,2016/2017,15.0,FC Lorient,Stade Rennes,2:1,1:0,28',0.0
Ligue Une,2016/2017,15.0,OSC Lille,SM Caen,4:2,4:2,84',0.0
Ligue Une,2016/2017,15.0,OSC Lille,SM Caen,4:2,4:1,65',0.0
Ligue Une,2016/2017,15.0,OSC Lille,SM Caen,4:2,3:1,64',0.0
Ligue Une,2016/2017,15.0,OSC Lille,SM Caen,4:2,2:1,31',0.0
Ligue Une,2016/2017,15.0,OSC Lille,SM Caen,4:2,2:0,24',0.0
Ligue Une,2016/2017,15.0,OSC Lille,SM Caen,4:2,1:0,13',0.0
Ligue Une,2016/2017,15.0,Dijon Football,AS Monaco,1:1,1:1,87',0.0
Ligue Une,2016/2017,15.0,Dijon Football,AS Monaco,1:1,0:1,17',0.0
Ligue Une,2016/2017,15.0,AS Nancy,FC Metz,4:0,4:0,90',0.0
Ligue Une,2016/2017,15.0,AS Nancy,FC Metz,4:0,3:0,83',0.0
Ligue Une,2016/2017,15.0,AS Nancy,FC Metz,4:0,2:0,80',0.0
Ligue Une,2016/2017,15.0,AS Nancy,FC Metz,4:0,1:0,79',0.0
Ligue Une,2016/2017,15.0,EA Guingamp,OGC Nizza,0:1,0:1,5',0.0
Ligue Une,2016/2017,15.0,FC Nantes,Olympique Lyon,0:6,0:6,81',0.0
Ligue Une,2016/2017,15.0,FC Nantes,Olympique Lyon,0:6,0:5,75',0.0
Ligue Une,2016/2017,15.0,FC Nantes,Olympique Lyon,0:6,0:4,60',0.0
Ligue Une,2016/2017,15.0,FC Nantes,Olympique Lyon,0:6,0:3,41',0.0
Ligue Une,2016/2017,15.0,FC Nantes,Olympique Lyon,0:6,0:2,39',0.0
Ligue Une,2016/2017,15.0,FC Nantes,Olympique Lyon,0:6,0:1,16',0.0
Ligue Une,2016/2017,15.0,FC Toulouse,HSC Montpellier,1:0,1:0,19',0.0
Ligue Une,2016/2017,15.0,SC Bastia,Girondins Bordeaux,1:1,1:1,82',0.0
Ligue Une,2016/2017,15.0,SC Bastia,Girondins Bordeaux,1:1,1:0,78',0.0
Ligue Une,2016/2017,15.0,Paris St. Germain,SCO Angers,2:0,2:0,66',0.0
Ligue Une,2016/2017,15.0,Paris St. Germain,SCO Angers,2:0,1:0,34',0.0
Ligue Une,2016/2017,16.0,SM Caen,Dijon Football,3:3,3:3,80',0.0
Ligue Une,2016/2017,16.0,SM Caen,Dijon Football,3:3,3:2,59',0.0
Ligue Une,2016/2017,16.0,SM Caen,Dijon Football,3:3,3:1,43',0.0
Ligue Une,2016/2017,16.0,SM Caen,Dijon Football,3:3,2:1,37',0.0
Ligue Une,2016/2017,16.0,SM Caen,Dijon Football,3:3,1:1,31',0.0
Ligue Une,2016/2017,16.0,SM Caen,Dijon Football,3:3,1:0,26',0.0
Ligue Une,2016/2017,16.0,FC Metz,Olympique Lyon,0:3,0:3,91,1.0
Ligue Une,2016/2017,16.0,FC Metz,Olympique Lyon,0:3,0:2,87',0.0
Ligue Une,2016/2017,16.0,FC Metz,Olympique Lyon,0:3,0:1,59',0.0
Ligue Une,2016/2017,16.0,FC Metz,Olympique Lyon,0:3,1:0,28',0.0
Ligue Une,2016/2017,16.0,HSC Montpellier,Paris St. Germain,3:0,3:0,80',0.0
Ligue Une,2016/2017,16.0,HSC Montpellier,Paris St. Germain,3:0,2:0,48',0.0
Ligue Une,2016/2017,16.0,HSC Montpellier,Paris St. Germain,3:0,1:0,42',0.0
Ligue Une,2016/2017,16.0,AS Monaco,SC Bastia,5:0,5:0,79',0.0
Ligue Une,2016/2017,16.0,AS Monaco,SC Bastia,5:0,4:0,73',0.0
Ligue Une,2016/2017,16.0,AS Monaco,SC Bastia,5:0,3:0,68',0.0
Ligue Une,2016/2017,16.0,AS Monaco,SC Bastia,5:0,2:0,66',0.0
Ligue Une,2016/2017,16.0,AS Monaco,SC Bastia,5:0,1:0,10',0.0
Ligue Une,2016/2017,16.0,EA Guingamp,FC Nantes,2:0,2:0,71',0.0
Ligue Une,2016/2017,16.0,EA Guingamp,FC Nantes,2:0,1:0,63',0.0
Ligue Une,2016/2017,16.0,Girondins Bordeaux,OSC Lille,0:1,0:1,44',0.0
Ligue Une,2016/2017,16.0,SCO Angers,FC Lorient,2:2,2:2,66',0.0
Ligue Une,2016/2017,16.0,SCO Angers,FC Lorient,2:2,2:1,58',0.0
Ligue Une,2016/2017,16.0,SCO Angers,FC Lorient,2:2,1:1,26',0.0
Ligue Une,2016/2017,16.0,SCO Angers,FC Lorient,2:2,0:1,23',0.0
Ligue Une,2016/2017,16.0,Stade Rennes,AS St. Etienne,2:0,2:0,90',0.0
Ligue Une,2016/2017,16.0,Stade Rennes,AS St. Etienne,2:0,1:0,54',0.0
Ligue Une,2016/2017,16.0,Olympique Marseille,AS Nancy,3:0,3:0,93,1.0
Ligue Une,2016/2017,16.0,Olympique Marseille,AS Nancy,3:0,2:0,82',0.0
Ligue Une,2016/2017,16.0,Olympique Marseille,AS Nancy,3:0,1:0,80',0.0
Ligue Une,2016/2017,16.0,OGC Nizza,FC Toulouse,3:0,3:0,65',0.0
Ligue Une,2016/2017,16.0,OGC Nizza,FC Toulouse,3:0,2:0,26',0.0
Ligue Une,2016/2017,16.0,OGC Nizza,FC Toulouse,3:0,1:0,23',0.0
Ligue Une,2016/2017,17.0,FC Nantes,SM Caen,1:0,1:0,64',0.0
Ligue Une,2016/2017,17.0,Dijon Football,Olympique Marseille,1:2,1:2,87',0.0
Ligue Une,2016/2017,17.0,Dijon Football,Olympique Marseille,1:2,1:1,78',0.0
Ligue Une,2016/2017,17.0,Dijon Football,Olympique Marseille,1:2,0:1,6',0.0
Ligue Une,2016/2017,17.0,Girondins Bordeaux,AS Monaco,0:4,0:4,68',0.0
Ligue Une,2016/2017,17.0,Girondins Bordeaux,AS Monaco,0:4,0:3,63',0.0
Ligue Une,2016/2017,17.0,Girondins Bordeaux,AS Monaco,0:4,0:2,50',0.0
Ligue Une,2016/2017,17.0,Girondins Bordeaux,AS Monaco,0:4,0:1,4',0.0
Ligue Une,2016/2017,17.0,AS Nancy,SCO Angers,2:0,2:0,63',0.0
Ligue Une,2016/2017,17.0,AS Nancy,SCO Angers,2:0,1:0,29',0.0
Ligue Une,2016/2017,17.0,FC Toulouse,FC Lorient,3:2,3:2,90',0.0
Ligue Une,2016/2017,17.0,FC Toulouse,FC Lorient,3:2,3:1,60',0.0
Ligue Une,2016/2017,17.0,FC Toulouse,FC Lorient,3:2,2:1,27',0.0
Ligue Une,2016/2017,17.0,FC Toulouse,FC Lorient,3:2,2:0,20',0.0
Ligue Une,2016/2017,17.0,FC Toulouse,FC Lorient,3:2,1:0,8',0.0
Ligue Une,2016/2017,17.0,OSC Lille,HSC Montpellier,2:1,2:1,81',0.0
Ligue Une,2016/2017,17.0,OSC Lille,HSC Montpellier,2:1,2:0,38',0.0
Ligue Une,2016/2017,17.0,OSC Lille,HSC Montpellier,2:1,1:0,5',0.0
Ligue Une,2016/2017,17.0,SC Bastia,FC Metz,2:0,2:0,75',0.0
Ligue Une,2016/2017,17.0,SC Bastia,FC Metz,2:0,1:0,23',0.0
Ligue Une,2016/2017,17.0,Olympique Lyon,Stade Rennes,1:0,1:0,74',0.0
Ligue Une,2016/2017,17.0,AS St. Etienne,EA Guingamp,1:0,1:0,25',0.0
Ligue Une,2016/2017,17.0,Paris St. Germain,OGC Nizza,2:2,2:2,60',0.0
Ligue Une,2016/2017,17.0,Paris St. Germain,OGC Nizza,2:2,1:2,46',0.0
Ligue Une,2016/2017,17.0,Paris St. Germain,OGC Nizza,2:2,0:2,45',0.0
Ligue Une,2016/2017,17.0,Paris St. Germain,OGC Nizza,2:2,0:1,32',0.0
Ligue Une,2016/2017,18.0,SCO Angers,FC Nantes,0:2,0:2,48',0.0
Ligue Une,2016/2017,18.0,SCO Angers,FC Nantes,0:2,0:1,18',0.0
Ligue Une,2016/2017,18.0,EA Guingamp,Paris St. Germain,2:1,2:1,80',0.0
Ligue Une,2016/2017,18.0,EA Guingamp,Paris St. Germain,2:1,2:0,70',0.0
Ligue Une,2016/2017,18.0,EA Guingamp,Paris St. Germain,2:1,1:0,66',0.0
Ligue Une,2016/2017,18.0,FC Lorient,AS St. Etienne,2:1,2:0,90',0.0
Ligue Une,2016/2017,18.0,FC Lorient,AS St. Etienne,2:1,2:1,90',0.0
Ligue Une,2016/2017,18.0,FC Lorient,AS St. Etienne,2:1,1:0,39',0.0
Ligue Une,2016/2017,18.0,FC Toulouse,AS Nancy,1:1,1:1,85',0.0
Ligue Une,2016/2017,18.0,FC Toulouse,AS Nancy,1:1,0:1,33',0.0
Ligue Une,2016/2017,18.0,HSC Montpellier,Girondins Bordeaux,4:0,4:0,90',0.0
Ligue Une,2016/2017,18.0,HSC Montpellier,Girondins Bordeaux,4:0,3:0,84',0.0
Ligue Une,2016/2017,18.0,HSC Montpellier,Girondins Bordeaux,4:0,2:0,38',0.0
Ligue Une,2016/2017,18.0,HSC Montpellier,Girondins Bordeaux,4:0,1:0,20',0.0
Ligue Une,2016/2017,18.0,Stade Rennes,SC Bastia,1:2,1:2,71',0.0
Ligue Une,2016/2017,18.0,Stade Rennes,SC Bastia,1:2,0:2,63',0.0
Ligue Une,2016/2017,18.0,Stade Rennes,SC Bastia,1:2,0:1,59',0.0
Ligue Une,2016/2017,18.0,SM Caen,FC Metz,3:0,3:0,93,1.0
Ligue Une,2016/2017,18.0,SM Caen,FC Metz,3:0,2:0,61',0.0
Ligue Une,2016/2017,18.0,SM Caen,FC Metz,3:0,1:0,57',0.0
Ligue Une,2016/2017,18.0,OGC Nizza,Dijon Football,2:1,2:1,88',0.0
Ligue Une,2016/2017,18.0,OGC Nizza,Dijon Football,2:1,1:1,50',0.0
Ligue Une,2016/2017,18.0,OGC Nizza,Dijon Football,2:1,1:0,37',0.0
Ligue Une,2016/2017,18.0,Olympique Marseille,OSC Lille,2:0,2:0,61',0.0
Ligue Une,2016/2017,18.0,Olympique Marseille,OSC Lille,2:0,1:0,56',0.0
Ligue Une,2016/2017,18.0,AS Monaco,Olympique Lyon,1:3,1:3,87',0.0
Ligue Une,2016/2017,18.0,AS Monaco,Olympique Lyon,1:3,1:2,70',0.0
Ligue Une,2016/2017,18.0,AS Monaco,Olympique Lyon,1:3,0:2,65',0.0
Ligue Une,2016/2017,18.0,AS Monaco,Olympique Lyon,1:3,0:1,38',0.0
Ligue Une,2016/2017,19.0,AS Monaco,SM Caen,2:1,2:1,90',0.0
Ligue Une,2016/2017,19.0,AS Monaco,SM Caen,2:1,2:0,76',0.0
Ligue Une,2016/2017,19.0,AS Monaco,SM Caen,2:1,1:0,51',0.0
Ligue Une,2016/2017,19.0,Dijon Football,FC Toulouse,2:0,2:0,52',0.0
Ligue Une,2016/2017,19.0,Dijon Football,FC Toulouse,2:0,1:0,49',0.0
Ligue Une,2016/2017,19.0,FC Metz,EA Guingamp,2:2,2:2,90',0.0
Ligue Une,2016/2017,19.0,FC Metz,EA Guingamp,2:2,1:2,74',0.0
Ligue Une,2016/2017,19.0,FC Metz,EA Guingamp,2:2,1:1,49',0.0
Ligue Une,2016/2017,19.0,FC Metz,EA Guingamp,2:2,1:0,12',0.0
Ligue Une,2016/2017,19.0,FC Nantes,HSC Montpellier,1:0,1:0,12',0.0
Ligue Une,2016/2017,19.0,OSC Lille,Stade Rennes,1:1,1:1,89',0.0
Ligue Une,2016/2017,19.0,OSC Lille,Stade Rennes,1:1,0:1,22',0.0
Ligue Une,2016/2017,19.0,Olympique Lyon,SCO Angers,1:0,2:0,84',0.0
Ligue Une,2016/2017,19.0,Olympique Lyon,SCO Angers,1:0,1:0,9',0.0
Ligue Une,2016/2017,19.0,Paris St. Germain,FC Lorient,5:0,5:0,70',0.0
Ligue Une,2016/2017,19.0,Paris St. Germain,FC Lorient,5:0,4:0,63',0.0
Ligue Une,2016/2017,19.0,Paris St. Germain,FC Lorient,5:0,3:0,50',0.0
Ligue Une,2016/2017,19.0,Paris St. Germain,FC Lorient,5:0,2:0,44',0.0
Ligue Une,2016/2017,19.0,Paris St. Germain,FC Lorient,5:0,1:0,25',0.0
Ligue Une,2016/2017,19.0,SC Bastia,Olympique Marseille,1:2,1:2,90',0.0
Ligue Une,2016/2017,19.0,SC Bastia,Olympique Marseille,1:2,1:1,83',0.0
Ligue Une,2016/2017,19.0,SC Bastia,Olympique Marseille,1:2,0:1,8',0.0
Ligue Une,2016/2017,2.0,Olympique Lyon,SM Caen,2:0,2:0,90',0.0
Ligue Une,2016/2017,2.0,Olympique Lyon,SM Caen,2:0,1:0,31',0.0
Ligue Une,2016/2017,2.0,FC Nantes,AS Monaco,0:1,0:1,25',0.0
Ligue Une,2016/2017,2.0,FC Lorient,SC Bastia,0:3,0:3,81',0.0
